x, y, z, u
0.9, 0.44, 0, 0.0544239
0.92, 0.44, 0, 0.0438716
0.94, 0.44, 0, 0.0330992
0.96, 0.44, 0, 0.0221593
0.98, 0.44, 0, 0.0111063
0.02, 0.48, 0, 0.0129028
0.04, 0.48, 0, 0.0257396
0.06, 0.48, 0, 0.0384365
0.08, 0.48, 0, 0.0509264
0.1, 0.48, 0, 0.0631455
0.12, 0.48, 0, 0.0750338
0.14, 0.48, 0, 0.0865362
0.16, 0.48, 0, 0.0976029
0.18, 0.48, 0, 0.108189
0.2, 0.48, 0, 0.118256
0.22, 0.48, 0, 0.12777
0.24, 0.48, 0, 0.136703
0.26, 0.48, 0, 0.145031
0.28, 0.48, 0, 0.152734
0.3, 0.48, 0, 0.159797
0.32, 0.48, 0, 0.166208
0.34, 0.48, 0, 0.171961
0.36, 0.48, 0, 0.177048
0.38, 0.48, 0, 0.181461
0.4, 0.48, 0, 0.185198
0.42, 0.48, 0, 0.188258
0.44, 0.48, 0, 0.190639
0.46, 0.48, 0, 0.19234
0.48, 0.48, 0, 0.193358
0.5, 0.48, 0, 0.193696
0.52, 0.48, 0, 0.193354
0.54, 0.48, 0, 0.192331
0.56, 0.48, 0, 0.190628
0.58, 0.48, 0, 0.188249
0.6, 0.48, 0, 0.185193
0.62, 0.48, 0, 0.18146
0.64, 0.48, 0, 0.177051
0.66, 0.48, 0, 0.17197
0.68, 0.48, 0, 0.166221
0.7, 0.48, 0, 0.15981
0.72, 0.48, 0, 0.152746
0.74, 0.48, 0, 0.145043
0.76, 0.48, 0, 0.136715
0.78, 0.48, 0, 0.127781
0.8, 0.48, 0, 0.118266
0.82, 0.48, 0, 0.108198
0.84, 0.48, 0, 0.0976111
0.86, 0.48, 0, 0.0865433
0.88, 0.48, 0, 0.0750397
0.9, 0.48, 0, 0.0631503
0.92, 0.48, 0, 0.0509302
0.94, 0.48, 0, 0.0384393
0.96, 0.48, 0, 0.0257414
0.98, 0.48, 0, 0.0129037
0.02, 0.52, 0, 0.0149822
0.04, 0.52, 0, 0.0298812
0.06, 0.52, 0, 0.0446046
0.08, 0.52, 0, 0.0590688
0.1, 0.52, 0, 0.0731951
0.12, 0.52, 0, 0.0869107
0.14, 0.52, 0, 0.10015
0.16, 0.52, 0, 0.112855
0.18, 0.52, 0, 0.124975
0.2, 0.52, 0, 0.136467
0.22, 0.52, 0, 0.147295
0.24, 0.52, 0, 0.157432
0.26, 0.52, 0, 0.166854
0.28, 0.52, 0, 0.175544
0.3, 0.52, 0, 0.183491
0.32, 0.52, 0, 0.190685
0.34, 0.52, 0, 0.197124
0.36, 0.52, 0, 0.202805
0.38, 0.52, 0, 0.207725
0.4, 0.52, 0, 0.211885
0.42, 0.52, 0, 0.215285
0.44, 0.52, 0, 0.217928
0.46, 0.52, 0, 0.219812
0.48, 0.52, 0, 0.22094
0.5, 0.52, 0, 0.221315
0.52, 0.52, 0, 0.220935
0.54, 0.52, 0, 0.219801
0.56, 0.52, 0, 0.217912
0.58, 0.52, 0, 0.215268
0.6, 0.52, 0, 0.211872
0.62, 0.52, 0, 0.20772
0.64, 0.52, 0, 0.202806
0.66, 0.52, 0, 0.197131
0.68, 0.52, 0, 0.190695
0.7, 0.52, 0, 0.183502
0.72, 0.52, 0, 0.175555
0.74, 0.52, 0, 0.166865
0.76, 0.52, 0, 0.157442
0.78, 0.52, 0, 0.147305
0.8, 0.52, 0, 0.136476
0.82, 0.52, 0, 0.124983
0.84, 0.52, 0, 0.112862
0.86, 0.52, 0, 0.100157
0.88, 0.52, 0, 0.0869164
0.9, 0.52, 0, 0.0731998
0.92, 0.52, 0, 0.0590727
0.94, 0.52, 0, 0.0446075
0.96, 0.52, 0, 0.0298831
0.98, 0.52, 0, 0.0149831
0.02, 0.56, 0, 0.0174161
0.04, 0.56, 0, 0.0347255
0.06, 0.56, 0, 0.0518098
0.08, 0.56, 0, 0.0685631
0.1, 0.56, 0, 0.0848872
0.12, 0.56, 0, 0.100693
0.14, 0.56, 0, 0.115902
0.16, 0.56, 0, 0.130447
0.18, 0.56, 0, 0.144272
0.2, 0.56, 0, 0.157331
0.22, 0.56, 0, 0.169589
0.24, 0.56, 0, 0.181019
0.26, 0.56, 0, 0.191604
0.28, 0.56, 0, 0.20133
0.3, 0.56, 0, 0.210193
0.32, 0.56, 0, 0.218191
0.34, 0.56, 0, 0.225327
0.36, 0.56, 0, 0.231607
0.38, 0.56, 0, 0.237032
0.4, 0.56, 0, 0.241609
0.42, 0.56, 0, 0.245342
0.44, 0.56, 0, 0.248238
0.46, 0.56, 0, 0.250302
0.48, 0.56, 0, 0.251539
0.5, 0.56, 0, 0.251951
0.52, 0.56, 0, 0.251537
0.54, 0.56, 0, 0.250297
0.56, 0.56, 0, 0.248228
0.58, 0.56, 0, 0.24533
0.6, 0.56, 0, 0.241599
0.62, 0.56, 0, 0.23703
0.64, 0.56, 0, 0.231611
0.66, 0.56, 0, 0.225336
0.68, 0.56, 0, 0.218202
0.7, 0.56, 0, 0.210205
0.72, 0.56, 0, 0.201341
0.74, 0.56, 0, 0.191614
0.76, 0.56, 0, 0.181029
0.78, 0.56, 0, 0.169598
0.8, 0.56, 0, 0.157339
0.82, 0.56, 0, 0.14428
0.84, 0.56, 0, 0.130454
0.86, 0.56, 0, 0.115908
0.88, 0.56, 0, 0.100698
0.9, 0.56, 0, 0.0848918
0.92, 0.56, 0, 0.0685669
0.94, 0.56, 0, 0.0518127
0.96, 0.56, 0, 0.0347275
0.98, 0.56, 0, 0.0174171
0.02, 0.6, 0, 0.0203057
0.04, 0.6, 0, 0.0404707
0.06, 0.6, 0, 0.0603395
0.08, 0.6, 0, 0.0797751
0.1, 0.6, 0, 0.0986528
0.12, 0.6, 0, 0.116863
0.14, 0.6, 0, 0.134311
0.16, 0.6, 0, 0.150921
0.18, 0.6, 0, 0.166632
0.2, 0.6, 0, 0.1814
0.22, 0.6, 0, 0.195192
0.24, 0.6, 0, 0.207991
0.26, 0.6, 0, 0.219784
0.28, 0.6, 0, 0.230572
0.3, 0.6, 0, 0.240358
0.32, 0.6, 0, 0.249151
0.34, 0.6, 0, 0.25697
0.36, 0.6, 0, 0.263829
0.38, 0.6, 0, 0.269736
0.4, 0.6, 0, 0.274705
0.42, 0.6, 0, 0.278749
0.44, 0.6, 0, 0.28188
0.46, 0.6, 0, 0.28411
0.48, 0.6, 0, 0.285448
0.5, 0.6, 0, 0.285893
0.52, 0.6, 0, 0.285449
0.54, 0.6, 0, 0.284112
0.56, 0.6, 0, 0.281879
0.58, 0.6, 0, 0.278747
0.6, 0.6, 0, 0.274706
0.62, 0.6, 0, 0.269741
0.64, 0.6, 0, 0.263839
0.66, 0.6, 0, 0.256986
0.68, 0.6, 0, 0.249167
0.7, 0.6, 0, 0.240371
0.72, 0.6, 0, 0.230583
0.74, 0.6, 0, 0.219795
0.76, 0.6, 0, 0.208
0.78, 0.6, 0, 0.195202
0.8, 0.6, 0, 0.181408
0.82, 0.6, 0, 0.16664
0.84, 0.6, 0, 0.150927
0.86, 0.6, 0, 0.134317
0.88, 0.6, 0, 0.116867
0.9, 0.6, 0, 0.0986568
0.92, 0.6, 0, 0.0797784
0.94, 0.6, 0, 0.060342
0.96, 0.6, 0, 0.0404724
0.98, 0.6, 0, 0.0203066
0.02, 0.64, 0, 0.0237964
0.04, 0.64, 0, 0.0474007
0.06, 0.64, 0, 0.0706024
0.08, 0.64, 0, 0.0932192
0.1, 0.64, 0, 0.11509
0.12, 0.64, 0, 0.136078
0.14, 0.64, 0, 0.156073
0.16, 0.64, 0, 0.17499
0.18, 0.64, 0, 0.192769
0.2, 0.64, 0, 0.209371
0.22, 0.64, 0, 0.224776
0.24, 0.64, 0, 0.23898
0.26, 0.64, 0, 0.25199
0.28, 0.64, 0, 0.26382
0.3, 0.64, 0, 0.274495
0.32, 0.64, 0, 0.284038
0.34, 0.64, 0, 0.292482
0.36, 0.64, 0, 0.299859
0.38, 0.64, 0, 0.306191
0.4, 0.64, 0, 0.3115
0.42, 0.64, 0, 0.315811
0.44, 0.64, 0, 0.31914
0.46, 0.64, 0, 0.321507
0.48, 0.64, 0, 0.322926
0.5, 0.64, 0, 0.323401
0.52, 0.64, 0, 0.322932
0.54, 0.64, 0, 0.321516
0.56, 0.64, 0, 0.319147
0.58, 0.64, 0, 0.315815
0.6, 0.64, 0, 0.311506
0.62, 0.64, 0, 0.306201
0.64, 0.64, 0, 0.299874
0.66, 0.64, 0, 0.292501
0.68, 0.64, 0, 0.284054
0.7, 0.64, 0, 0.274507
0.72, 0.64, 0, 0.263831
0.74, 0.64, 0, 0.251999
0.76, 0.64, 0, 0.238989
0.78, 0.64, 0, 0.224784
0.8, 0.64, 0, 0.209378
0.82, 0.64, 0, 0.192775
0.84, 0.64, 0, 0.174995
0.86, 0.64, 0, 0.156078
0.88, 0.64, 0, 0.136082
0.9, 0.64, 0, 0.115093
0.92, 0.64, 0, 0.0932218
0.94, 0.64, 0, 0.0706043
0.96, 0.64, 0, 0.047402
0.98, 0.64, 0, 0.0237971
0.02, 0.68, 0, 0.0281074
0.04, 0.68, 0, 0.055941
0.06, 0.68, 0, 0.0832043
0.08, 0.68, 0, 0.109648
0.1, 0.68, 0, 0.135058
0.12, 0.68, 0, 0.159267
0.14, 0.68, 0, 0.182147
0.16, 0.68, 0, 0.203612
0.18, 0.68, 0, 0.223613
0.2, 0.68, 0, 0.24213
0.22, 0.68, 0, 0.259167
0.24, 0.68, 0, 0.274749
0.26, 0.68, 0, 0.28891
0.28, 0.68, 0, 0.301696
0.3, 0.68, 0, 0.313155
0.32, 0.68, 0, 0.323339
0.34, 0.68, 0, 0.332297
0.36, 0.68, 0, 0.34008
0.38, 0.68, 0, 0.346734
0.4, 0.68, 0, 0.352295
0.42, 0.68, 0, 0.356795
0.44, 0.68, 0, 0.360264
0.46, 0.68, 0, 0.362723
0.48, 0.68, 0, 0.364192
0.5, 0.68, 0, 0.364685
0.52, 0.68, 0, 0.364201
0.54, 0.68, 0, 0.362733
0.56, 0.68, 0, 0.360272
0.58, 0.68, 0, 0.356802
0.6, 0.68, 0, 0.352302
0.62, 0.68, 0, 0.346746
0.64, 0.68, 0, 0.340095
0.66, 0.68, 0, 0.332311
0.68, 0.68, 0, 0.32335
0.7, 0.68, 0, 0.313164
0.72, 0.68, 0, 0.301703
0.74, 0.68, 0, 0.288916
0.76, 0.68, 0, 0.274755
0.78, 0.68, 0, 0.259173
0.8, 0.68, 0, 0.242135
0.82, 0.68, 0, 0.223617
0.84, 0.68, 0, 0.203616
0.86, 0.68, 0, 0.18215
0.88, 0.68, 0, 0.15927
0.9, 0.68, 0, 0.135061
0.92, 0.68, 0, 0.109649
0.94, 0.68, 0, 0.0832056
0.96, 0.68, 0, 0.0559419
0.98, 0.68, 0, 0.0281079
0.02, 0.72, 0, 0.0335875
0.04, 0.72, 0, 0.0667627
0.06, 0.72, 0, 0.0990867
0.08, 0.72, 0, 0.130205
0.1, 0.72, 0, 0.159835
0.12, 0.72, 0, 0.187771
0.14, 0.72, 0, 0.21388
0.16, 0.72, 0, 0.238093
0.18, 0.72, 0, 0.260394
0.2, 0.72, 0, 0.280807
0.22, 0.72, 0, 0.299385
0.24, 0.72, 0, 0.3162
0.26, 0.72, 0, 0.331335
0.28, 0.72, 0, 0.344879
0.3, 0.72, 0, 0.356919
0.32, 0.72, 0, 0.367541
0.34, 0.72, 0, 0.376823
0.36, 0.72, 0, 0.38484
0.38, 0.72, 0, 0.391658
0.4, 0.72, 0, 0.397331
0.42, 0.72, 0, 0.401907
0.44, 0.72, 0, 0.405424
0.46, 0.72, 0, 0.407913
0.48, 0.72, 0, 0.409397
0.5, 0.72, 0, 0.409894
0.52, 0.72, 0, 0.409406
0.54, 0.72, 0, 0.407923
0.56, 0.72, 0, 0.405434
0.58, 0.72, 0, 0.401916
0.6, 0.72, 0, 0.39734
0.62, 0.72, 0, 0.391668
0.64, 0.72, 0, 0.384851
0.66, 0.72, 0, 0.376832
0.68, 0.72, 0, 0.367548
0.7, 0.72, 0, 0.356925
0.72, 0.72, 0, 0.344883
0.74, 0.72, 0, 0.331338
0.76, 0.72, 0, 0.316202
0.78, 0.72, 0, 0.299387
0.8, 0.72, 0, 0.280809
0.82, 0.72, 0, 0.260396
0.84, 0.72, 0, 0.238095
0.86, 0.72, 0, 0.213882
0.88, 0.72, 0, 0.187773
0.9, 0.72, 0, 0.159836
0.92, 0.72, 0, 0.130206
0.94, 0.72, 0, 0.0990874
0.96, 0.72, 0, 0.0667632
0.98, 0.72, 0, 0.0335877
0.02, 0.76, 0, 0.0408282
0.04, 0.76, 0, 0.0809889
0.06, 0.76, 0, 0.119791
0.08, 0.76, 0, 0.156716
0.1, 0.76, 0, 0.191389
0.12, 0.76, 0, 0.223584
0.14, 0.76, 0, 0.253196
0.16, 0.76, 0, 0.280222
0.18, 0.76, 0, 0.304727
0.2, 0.76, 0, 0.326824
0.22, 0.76, 0, 0.346654
0.24, 0.76, 0, 0.36437
0.26, 0.76, 0, 0.380128
0.28, 0.76, 0, 0.394076
0.3, 0.76, 0, 0.406357
0.32, 0.76, 0, 0.417098
0.34, 0.76, 0, 0.426414
0.36, 0.76, 0, 0.434407
0.38, 0.76, 0, 0.441164
0.4, 0.76, 0, 0.44676
0.42, 0.76, 0, 0.451254
0.44, 0.76, 0, 0.454697
0.46, 0.76, 0, 0.457125
0.48, 0.76, 0, 0.458574
0.5, 0.76, 0, 0.459062
0.52, 0.76, 0, 0.458587
0.54, 0.76, 0, 0.457141
0.56, 0.76, 0, 0.454709
0.58, 0.76, 0, 0.451263
0.6, 0.76, 0, 0.446767
0.62, 0.76, 0, 0.441171
0.64, 0.76, 0, 0.434413
0.66, 0.76, 0, 0.42642
0.68, 0.76, 0, 0.417102
0.7, 0.76, 0, 0.40636
0.72, 0.76, 0, 0.394078
0.74, 0.76, 0, 0.380128
0.76, 0.76, 0, 0.364369
0.78, 0.76, 0, 0.346653
0.8, 0.76, 0, 0.326823
0.82, 0.76, 0, 0.304726
0.84, 0.76, 0, 0.280222
0.86, 0.76, 0, 0.253196
0.88, 0.76, 0, 0.223584
0.9, 0.76, 0, 0.191389
0.92, 0.76, 0, 0.156716
0.94, 0.76, 0, 0.119792
0.96, 0.76, 0, 0.0809891
0.98, 0.76, 0, 0.0408283
0.02, 0.8, 0, 0.0509208
0.04, 0.8, 0, 0.100648
0.06, 0.8, 0, 0.148009
0.08, 0.8, 0, 0.192229
0.1, 0.8, 0, 0.232858
0.12, 0.8, 0, 0.269724
0.14, 0.8, 0, 0.30286
0.16, 0.8, 0, 0.332433
0.18, 0.8, 0, 0.35869
0.2, 0.8, 0, 0.381909
0.22, 0.8, 0, 0.402379
0.24, 0.8, 0, 0.420376
0.26, 0.8, 0, 0.436155
0.28, 0.8, 0, 0.449947
0.3, 0.8, 0, 0.461954
0.32, 0.8, 0, 0.472354
0.34, 0.8, 0, 0.481299
0.36, 0.8, 0, 0.488917
0.38, 0.8, 0, 0.495318
0.4, 0.8, 0, 0.500591
0.42, 0.8, 0, 0.504808
0.44, 0.8, 0, 0.508027
0.46, 0.8, 0, 0.510289
0.48, 0.8, 0, 0.511633
0.5, 0.8, 0, 0.512086
0.52, 0.8, 0, 0.511649
0.54, 0.8, 0, 0.510306
0.56, 0.8, 0, 0.508038
0.58, 0.8, 0, 0.504816
0.6, 0.8, 0, 0.500596
0.62, 0.8, 0, 0.495322
0.64, 0.8, 0, 0.488921
0.66, 0.8, 0, 0.481302
0.68, 0.8, 0, 0.472356
0.7, 0.8, 0, 0.461955
0.72, 0.8, 0, 0.449947
0.74, 0.8, 0, 0.436154
0.76, 0.8, 0, 0.420373
0.78, 0.8, 0, 0.402376
0.8, 0.8, 0, 0.381906
0.82, 0.8, 0, 0.358688
0.84, 0.8, 0, 0.332432
0.86, 0.8, 0, 0.302859
0.88, 0.8, 0, 0.269724
0.9, 0.8, 0, 0.232858
0.92, 0.8, 0, 0.192229
0.94, 0.8, 0, 0.148009
0.96, 0.8, 0, 0.100648
0.98, 0.8, 0, 0.0509208
0.02, 0.84, 0, 0.0661174
0.04, 0.84, 0, 0.12977
0.06, 0.84, 0, 0.188794
0.08, 0.84, 0, 0.242106
0.1, 0.84, 0, 0.28938
0.12, 0.84, 0, 0.330785
0.14, 0.84, 0, 0.366773
0.16, 0.84, 0, 0.397914
0.18, 0.84, 0, 0.4248
0.2, 0.84, 0, 0.447993
0.22, 0.84, 0, 0.467998
0.24, 0.84, 0, 0.485253
0.26, 0.84, 0, 0.500134
0.28, 0.84, 0, 0.512955
0.3, 0.84, 0, 0.523982
0.32, 0.84, 0, 0.533433
0.34, 0.84, 0, 0.541489
0.36, 0.84, 0, 0.5483
0.38, 0.84, 0, 0.553986
0.4, 0.84, 0, 0.558646
0.42, 0.84, 0, 0.562358
0.44, 0.84, 0, 0.565182
0.46, 0.84, 0, 0.567163
0.48, 0.84, 0, 0.568334
0.5, 0.84, 0, 0.568722
0.52, 0.84, 0, 0.568339
0.54, 0.84, 0, 0.567168
0.56, 0.84, 0, 0.565185
0.58, 0.84, 0, 0.562359
0.6, 0.84, 0, 0.558646
0.62, 0.84, 0, 0.553984
0.64, 0.84, 0, 0.548298
0.66, 0.84, 0, 0.541488
0.68, 0.84, 0, 0.533432
0.7, 0.84, 0, 0.523981
0.72, 0.84, 0, 0.512954
0.74, 0.84, 0, 0.500132
0.76, 0.84, 0, 0.485251
0.78, 0.84, 0, 0.467994
0.8, 0.84, 0, 0.447989
0.82, 0.84, 0, 0.424797
0.84, 0.84, 0, 0.397911
0.86, 0.84, 0, 0.366772
0.88, 0.84, 0, 0.330784
0.9, 0.84, 0, 0.289379
0.92, 0.84, 0, 0.242106
0.94, 0.84, 0, 0.188793
0.96, 0.84, 0, 0.12977
0.98, 0.84, 0, 0.0661173
0.02, 0.88, 0, 0.0918772
0.04, 0.88, 0, 0.177412
0.06, 0.88, 0, 0.25242
0.08, 0.88, 0, 0.316141
0.1, 0.88, 0, 0.369373
0.12, 0.88, 0, 0.413518
0.14, 0.88, 0, 0.450075
0.16, 0.88, 0, 0.480411
0.18, 0.88, 0, 0.505682
0.2, 0.88, 0, 0.526832
0.22, 0.88, 0, 0.544614
0.24, 0.88, 0, 0.559629
0.26, 0.88, 0, 0.572347
0.28, 0.88, 0, 0.583143
0.3, 0.88, 0, 0.592312
0.32, 0.88, 0, 0.60009
0.34, 0.88, 0, 0.606663
0.36, 0.88, 0, 0.61218
0.38, 0.88, 0, 0.616759
0.4, 0.88, 0, 0.620493
0.42, 0.88, 0, 0.623457
0.44, 0.88, 0, 0.625706
0.46, 0.88, 0, 0.627282
0.48, 0.88, 0, 0.628214
0.5, 0.88, 0, 0.628519
0.52, 0.88, 0, 0.628208
0.54, 0.88, 0, 0.627277
0.56, 0.88, 0, 0.625702
0.58, 0.88, 0, 0.623453
0.6, 0.88, 0, 0.62049
0.62, 0.88, 0, 0.616754
0.64, 0.88, 0, 0.612176
0.66, 0.88, 0, 0.606661
0.68, 0.88, 0, 0.600089
0.7, 0.88, 0, 0.592311
0.72, 0.88, 0, 0.583142
0.74, 0.88, 0, 0.572346
0.76, 0.88, 0, 0.559627
0.78, 0.88, 0, 0.544612
0.8, 0.88, 0, 0.526829
0.82, 0.88, 0, 0.505679
0.84, 0.88, 0, 0.480409
0.86, 0.88, 0, 0.450074
0.88, 0.88, 0, 0.413516
0.9, 0.88, 0, 0.369372
0.92, 0.88, 0, 0.316141
0.94, 0.88, 0, 0.252419
0.96, 0.88, 0, 0.177412
0.98, 0.88, 0, 0.0918771
0.02, 0.92, 0, 0.145058
0.04, 0.92, 0, 0.267162
0.06, 0.92, 0, 0.361192
0.08, 0.92, 0, 0.432136
0.1, 0.92, 0, 0.485711
0.12, 0.92, 0, 0.5266
0.14, 0.92, 0, 0.558263
0.16, 0.92, 0, 0.583168
0.18, 0.92, 0, 0.60305
0.2, 0.92, 0, 0.619137
0.22, 0.92, 0, 0.632305
0.24, 0.92, 0, 0.643188
0.26, 0.92, 0, 0.652251
0.28, 0.92, 0, 0.659838
0.3, 0.92, 0, 0.666211
0.32, 0.92, 0, 0.671567
0.34, 0.92, 0, 0.676061
0.36, 0.92, 0, 0.679811
0.38, 0.92, 0, 0.682908
0.4, 0.92, 0, 0.685424
0.42, 0.92, 0, 0.687416
0.44, 0.92, 0, 0.688923
0.46, 0.92, 0, 0.689979
0.48, 0.92, 0, 0.690602
0.5, 0.92, 0, 0.690807
0.52, 0.92, 0, 0.690598
0.54, 0.92, 0, 0.689972
0.56, 0.92, 0, 0.688916
0.58, 0.92, 0, 0.687409
0.6, 0.92, 0, 0.685419
0.62, 0.92, 0, 0.682904
0.64, 0.92, 0, 0.679808
0.66, 0.92, 0, 0.67606
0.68, 0.92, 0, 0.671566
0.7, 0.92, 0, 0.66621
0.72, 0.92, 0, 0.659837
0.74, 0.92, 0, 0.65225
0.76, 0.92, 0, 0.643187
0.78, 0.92, 0, 0.632304
0.8, 0.92, 0, 0.619135
0.82, 0.92, 0, 0.603048
0.84, 0.92, 0, 0.583166
0.86, 0.92, 0, 0.558262
0.88, 0.92, 0, 0.526599
0.9, 0.92, 0, 0.485711
0.92, 0.92, 0, 0.432136
0.94, 0.92, 0, 0.361191
0.96, 0.92, 0, 0.267161
0.98, 0.92, 0, 0.145058
0.02, 0.96, 0, 0.30065
0.04, 0.96, 0, 0.469207
0.06, 0.96, 0, 0.562305
0.08, 0.96, 0, 0.61761
0.1, 0.96, 0, 0.652797
0.12, 0.96, 0, 0.67658
0.14, 0.96, 0, 0.69349
0.16, 0.96, 0, 0.706014
0.18, 0.96, 0, 0.715597
0.2, 0.96, 0, 0.723117
0.22, 0.96, 0, 0.729137
0.24, 0.96, 0, 0.734031
0.26, 0.96, 0, 0.738055
0.28, 0.96, 0, 0.741392
0.3, 0.96, 0, 0.744173
0.32, 0.96, 0, 0.746497
0.34, 0.96, 0, 0.748438
0.36, 0.96, 0, 0.750051
0.38, 0.96, 0, 0.75138
0.4, 0.96, 0, 0.752457
0.42, 0.96, 0, 0.753307
0.44, 0.96, 0, 0.753951
0.46, 0.96, 0, 0.7544
0.48, 0.96, 0, 0.754666
0.5, 0.96, 0, 0.754754
0.52, 0.96, 0, 0.754665
0.54, 0.96, 0, 0.754397
0.56, 0.96, 0, 0.753946
0.58, 0.96, 0, 0.753303
0.6, 0.96, 0, 0.752454
0.62, 0.96, 0, 0.751378
0.64, 0.96, 0, 0.75005
0.66, 0.96, 0, 0.748437
0.68, 0.96, 0, 0.746497
0.7, 0.96, 0, 0.744173
0.72, 0.96, 0, 0.741391
0.74, 0.96, 0, 0.738054
0.76, 0.96, 0, 0.73403
0.78, 0.96, 0, 0.729136
0.8, 0.96, 0, 0.723116
0.82, 0.96, 0, 0.715596
0.84, 0.96, 0, 0.706014
0.86, 0.96, 0, 0.693489
0.88, 0.96, 0, 0.67658
0.9, 0.96, 0, 0.652796
0.92, 0.96, 0, 0.617609
0.94, 0.96, 0, 0.562305
0.96, 0.96, 0, 0.469207
0.98, 0.96, 0, 0.30065
